"Country or Area","Year(s)","Value","Value Footnotes"
"Libya","2012","439.1",""
"Libya","2011","180.8",""
"Libya","2010","572.7",""
"Libya","2009","588.9",""
"Libya","2008","349.5",""
"Libya","2007","383.1",""
"Libya","2006","380.9",""
"Libya","2005","379.6",""
"Libya","2004","438.0",""
"Libya","2003","539.8",""
"Libya","2002","535.3",""
"Libya","2001","527.1",""
"Libya","2000","436.0",""
"Libya","1999","433.4",""
"Libya","1998","489.5",""
"Libya","1997","439.3",""
"Libya","1996","419.9",""
"Libya","1995","396.7",""
"Lithuania","2012","1426.3",""
"Lithuania","2011","1351.7",""
"Lithuania","2010","1282.9",""
"Lithuania","2009","1283.7",""
"Lithuania","2008","1297.6",""
"Lithuania","2007","1136.6",""
"Lithuania","2006","998.5",""
"Lithuania","2005","832.2",""
"Lithuania","2004","739.2",""
"Lithuania","2003","784.2",""
"Lithuania","2002","679.5",""
"Lithuania","2001","601.1",""
"Lithuania","2000","559.6",""
"Lithuania","1999","497.2",""
"Lithuania","1998","486.6",""
"Lithuania","1997","419.6",""
"Lithuania","1996","372.2",""
"Lithuania","1995","333.1",""
"Luxembourg","2012","6340.6",""
"Luxembourg","2011","6020.0",""
"Luxembourg","2010","6172.7",""
"Luxembourg","2009","6414.1",""
"Luxembourg","2008","6256.4",""
"Luxembourg","2007","5789.7",""
"Luxembourg","2006","6120.2",""
"Luxembourg","2005","5472.4",""
"Luxembourg","2004","5363.8",""
"Luxembourg","2003","4689.0",""
"Luxembourg","2002","4778.1",""
"Luxembourg","2001","4013.2",""
"Luxembourg","2000","4036.5",""
"Luxembourg","1999","2880.3",""
"Luxembourg","1998","2465.7",""
"Luxembourg","1997","2297.6",""
"Luxembourg","1996","2287.1",""
"Luxembourg","1995","2179.4",""
"Madagascar","2012","39.9",""
"Madagascar","2011","38.9",""
"Madagascar","2010","41.8",""
"Madagascar","2009","42.8",""
"Madagascar","2008","43.9",""
"Madagascar","2007","47.7",""
"Madagascar","2006","44.5",""
"Madagascar","2005","41.6",""
"Madagascar","2004","39.4",""
"Madagascar","2003","37.3",""
"Madagascar","2002","36.6",""
"Madagascar","2001","41.5",""
"Madagascar","2000","39.2",""
"Madagascar","1999","33.9",""
"Madagascar","1998","33.0",""
"Madagascar","1997","34.0",""
"Madagascar","1996","31.5",""
"Madagascar","1995","28.9",""
"Malawi","2012","82.6",""
"Malawi","2011","73.8",""
"Malawi","2010","72.7",""
"Malawi","2009","68.3",""
"Malawi","2008","64.5",""
"Malawi","2007","47.7",""
"Malawi","2006","58.9",""
"Malawi","2005","52.5",""
"Malawi","2004","48.4",""
"Malawi","2003","37.4",""
"Malawi","2002","27.1",""
"Malawi","2001","28.4",""
"Malawi","2000","35.8",""
"Malawi","1999","38.0",""
"Malawi","1998","31.6",""
"Malawi","1997","28.9",""
"Malawi","1996","25.1",""
"Malawi","1995","25.6",""
"Malaysia","2012","676.3",""
"Malaysia","2011","618.6",""
"Malaysia","2010","604.1",""
"Malaysia","2009","561.1",""
"Malaysia","2008","500.0",""
"Malaysia","2007","493.4",""
"Malaysia","2006","465.7",""
"Malaysia","2005","391.4",""
"Malaysia","2004","417.5",""
"Malaysia","2003","410.1",""
"Malaysia","2002","333.0",""
"Malaysia","2001","317.0",""
"Malaysia","2000","282.3",""
"Malaysia","1999","259.3",""
"Malaysia","1998","238.1",""
"Malaysia","1997","240.2",""
"Malaysia","1996","245.9",""
"Malaysia","1995","226.8",""
"Maldives","2012","770.9",""
"Maldives","2011","707.3",""
"Maldives","2010","471.4",""
"Maldives","2009","584.8",""
"Maldives","2008","632.2",""
"Maldives","2007","447.7",""
"Maldives","2006","424.6",""
"Maldives","2005","369.6",""
"Maldives","2004","334.4",""
"Maldives","2003","300.4",""
"Maldives","2002","225.5",""
"Maldives","2001","217.7",""
"Maldives","2000","274.3",""
"Maldives","1999","242.8",""
"Maldives","1998","221.8",""
"Maldives","1997","203.5",""
"Maldives","1996","184.3",""
"Maldives","1995","152.3",""
"Mali","2012","73.8",""
"Mali","2011","85.2",""
"Mali","2010","83.3",""
"Mali","2009","80.1",""
"Mali","2008","77.2",""
"Mali","2007","76.9",""
"Mali","2006","69.5",""
"Mali","2005","64.0",""
"Mali","2004","59.0",""
"Mali","2003","54.6",""
"Mali","2002","51.1",""
"Mali","2001","60.5",""
"Mali","2000","51.1",""
"Mali","1999","50.0",""
"Mali","1998","47.8",""
"Mali","1997","50.0",""
"Mali","1996","51.3",""
"Mali","1995","34.6",""
"Malta","2012","2547.7",""
"Malta","2011","2444.3",""
"Malta","2010","2319.9",""
"Malta","2009","2183.9",""
"Malta","2008","2108.4",""
"Malta","2007","2030.7",""
"Malta","2006","2055.2",""
"Malta","2005","1964.8",""
"Malta","2004","1762.2",""
"Malta","2003","1649.2",""
"Malta","2002","1568.1",""
"Malta","2001","1320.0",""
"Malta","2000","1248.1",""
"Malta","1999","1098.8",""
"Malta","1998","1051.8",""
"Malta","1997","999.3",""
"Malta","1996","893.5",""
"Malta","1995","875.5",""
"Marshall Islands","2012","418.1",""
"Marshall Islands","2011","413.5",""
"Marshall Islands","2010","393.0",""
"Marshall Islands","2009","399.4",""
"Marshall Islands","2008","406.5",""
"Marshall Islands","2007","445.0",""
"Marshall Islands","2006","405.5",""
"Marshall Islands","2005","339.6",""
"Marshall Islands","2004","332.5",""
"Marshall Islands","2003","302.3",""
"Marshall Islands","2002","300.7",""
"Marshall Islands","2001","302.9",""
"Marshall Islands","2000","332.6",""
"Marshall Islands","1999","267.5",""
"Marshall Islands","1998","278.8",""
"Marshall Islands","1997","399.7",""
"Marshall Islands","1996","392.3",""
"Marshall Islands","1995","324.9",""
"Mauritania","2012","121.7",""
"Mauritania","2011","106.9",""
"Mauritania","2010","133.8",""
"Mauritania","2009","121.2",""
"Mauritania","2008","95.7",""
"Mauritania","2007","83.6",""
"Mauritania","2006","70.1",""
"Mauritania","2005","77.1",""
"Mauritania","2004","79.1",""
"Mauritania","2003","71.4",""
"Mauritania","2002","79.4",""
"Mauritania","2001","63.8",""
"Mauritania","2000","76.0",""
"Mauritania","1999","78.5",""
"Mauritania","1998","63.4",""
"Mauritania","1997","56.7",""
"Mauritania","1996","57.1",""
"Mauritania","1995","68.3",""
"Mauritius","2012","784.2",""
"Mauritius","2011","766.6",""
"Mauritius","2010","794.2",""
"Mauritius","2009","669.3",""
"Mauritius","2008","598.4",""
"Mauritius","2007","599.4",""
"Mauritius","2006","552.2",""
"Mauritius","2005","479.7",""
"Mauritius","2004","428.7",""
"Mauritius","2003","372.0",""
"Mauritius","2002","370.7",""
"Mauritius","2001","327.7",""
"Mauritius","2000","307.7",""
"Mauritius","1999","256.4",""
"Mauritius","1998","254.5",""
"Mauritius","1997","235.9",""
"Mauritius","1996","221.3",""
"Mauritius","1995","214.0",""
"Mexico","2012","1061.9",""
"Mexico","2011","1004.1",""
"Mexico","2010","1002.6",""
"Mexico","2009","958.9",""
"Mexico","2008","891.5",""
"Mexico","2007","837.0",""
"Mexico","2006","781.1",""
"Mexico","2005","731.6",""
"Mexico","2004","689.0",""
"Mexico","2003","629.2",""
"Mexico","2002","584.2",""
"Mexico","2001","551.9",""
"Mexico","2000","509.2",""
"Mexico","1999","472.4",""
"Mexico","1998","436.0",""
"Mexico","1997","409.0",""
"Mexico","1996","371.8",""
"Mexico","1995","387.9",""
"Micronesia (Federated States of)","2012","489.0",""
"Micronesia (Federated States of)","2011","505.6",""
"Micronesia (Federated States of)","2010","488.4",""
"Micronesia (Federated States of)","2009","453.2",""
"Micronesia (Federated States of)","2008","427.2",""
"Micronesia (Federated States of)","2007","395.8",""
"Micronesia (Federated States of)","2006","388.3",""
"Micronesia (Federated States of)","2005","381.0",""
"Micronesia (Federated States of)","2004","307.5",""
"Micronesia (Federated States of)","2003","283.2",""
"Micronesia (Federated States of)","2002","225.1",""
"Micronesia (Federated States of)","2001","236.7",""
"Micronesia (Federated States of)","2000","209.5",""
"Micronesia (Federated States of)","1999","188.7",""
"Micronesia (Federated States of)","1998","168.1",""
"Micronesia (Federated States of)","1997","179.2",""
"Micronesia (Federated States of)","1996","207.9",""
"Micronesia (Federated States of)","1995","225.3",""
"Monaco","2012","6026.1",""
"Monaco","2011","5937.2",""
"Monaco","2010","5688.8",""
"Monaco","2009","5736.2",""
"Monaco","2008","5363.4",""
"Monaco","2007","4548.9",""
"Monaco","2006","4461.0",""
"Monaco","2005","4347.6",""
"Monaco","2004","4235.7",""
"Monaco","2003","3965.6",""
"Monaco","2002","3360.2",""
"Monaco","2001","3261.5",""
"Monaco","2000","3091.4",""
"Monaco","1999","3033.9",""
"Monaco","1998","2686.7",""
"Monaco","1997","2630.8",""
"Monaco","1996","2430.2",""
"Monaco","1995","2438.0",""
"Mongolia","2012","344.9",""
"Mongolia","2011","288.1",""
"Mongolia","2010","255.8",""
"Mongolia","2009","247.8",""
"Mongolia","2008","249.0",""
"Mongolia","2007","203.0",""
"Mongolia","2006","171.3",""
"Mongolia","2005","172.7",""
"Mongolia","2004","184.4",""
"Mongolia","2003","172.8",""
"Mongolia","2002","104.3",""
"Mongolia","2001","94.9",""
"Mongolia","2000","91.8",""
"Mongolia","1999","77.7",""
"Mongolia","1998","74.9",""
"Mongolia","1997","65.1",""
"Mongolia","1996","60.3",""
"Mongolia","1995","51.9",""
"Montenegro","2012","1018.8",""
"Montenegro","2011","984.6",""
"Montenegro","2010","947.9",""
"Montenegro","2009","823.7",""
"Montenegro","2008","880.9",""
"Montenegro","2007","866.1",""
"Montenegro","2006","864.6",""
"Montenegro","2005","729.6",""
"Montenegro","2004","676.1",""
"Montenegro","2003","665.1",""
"Montenegro","2002","597.7",""
"Montenegro","2001","569.8",""
"Montenegro","2000","491.0",""
"Montenegro","1999","431.7",""
"Montenegro","1998","463.8",""
"Montenegro","1997","435.4",""
"Montenegro","1996","425.6",""
"Montenegro","1995","445.2",""
"Morocco","2012","340.4",""
"Morocco","2011","321.2",""
"Morocco","2010","282.0",""
"Morocco","2009","262.8",""
"Morocco","2008","240.1",""
"Morocco","2007","227.0",""
"Morocco","2006","207.2",""
"Morocco","2005","181.6",""
"Morocco","2004","177.6",""
"Morocco","2003","167.5",""
"Morocco","2002","157.4",""
"Morocco","2001","126.6",""
"Morocco","2000","109.6",""
"Morocco","1999","101.9",""
"Morocco","1998","98.1",""
"Morocco","1997","96.4",""
"Morocco","1996","92.3",""
"Morocco","1995","83.3",""
"Mozambique","2012","65.8",""
"Mozambique","2011","60.7",""
"Mozambique","2010","51.1",""
"Mozambique","2009","50.3",""
"Mozambique","2008","44.4",""
"Mozambique","2007","45.3",""
"Mozambique","2006","46.0",""
"Mozambique","2005","45.5",""
"Mozambique","2004","35.8",""
"Mozambique","2003","35.6",""
"Mozambique","2002","34.2",""
"Mozambique","2001","27.8",""
"Mozambique","2000","27.3",""
"Mozambique","1999","23.3",""
"Mozambique","1998","18.6",""
"Mozambique","1997","17.4",""
"Mozambique","1996","14.7",""
"Mozambique","1995","17.2",""
"Myanmar","2012","24.7",""
"Myanmar","2011","23.5",""
"Myanmar","2010","22.8",""
"Myanmar","2009","24.5",""
"Myanmar","2008","23.0",""
"Myanmar","2007","20.4",""
"Myanmar","2006","20.4",""
"Myanmar","2005","18.0",""
"Myanmar","2004","18.9",""
"Myanmar","2003","18.5",""
"Myanmar","2002","19.0",""
"Myanmar","2001","16.5",""
"Myanmar","2000","12.0",""
"Myanmar","1999","22.6",""
"Myanmar","1998","9.1",""
"Myanmar","1997","8.4",""
"Myanmar","1996","9.2",""
"Myanmar","1995","8.6",""
"Namibia","2012","618.7",""
"Namibia","2011","611.7",""
"Namibia","2010","553.6",""
"Namibia","2009","503.7",""
"Namibia","2008","445.1",""
"Namibia","2007","432.6",""
"Namibia","2006","419.7",""
"Namibia","2005","390.9",""
"Namibia","2004","330.2",""
"Namibia","2003","291.6",""
"Namibia","2002","262.0",""
"Namibia","2001","250.0",""
"Namibia","2000","243.2",""
"Namibia","1999","268.1",""
"Namibia","1998","257.2",""
"Namibia","1997","253.0",""
"Namibia","1996","236.0",""
"Namibia","1995","218.6",""
"Nauru","2012","276.8",""
"Nauru","2011","243.1",""
"Nauru","2010","216.5",""
"Nauru","2009","225.4",""
"Nauru","2008","460.9",""
"Nauru","2007","345.1",""
"Nauru","2006","236.3",""
"Nauru","2005","313.2",""
"Nauru","2004","291.5",""
"Nauru","2003","418.3",""
"Nauru","2002","423.1",""
"Nauru","2001","429.5",""
"Nauru","2000","431.1",""
"Nauru","1999","709.0",""
"Nauru","1998","740.0",""
"Nauru","1997","769.6",""
"Nauru","1996","832.9",""
"Nauru","1995","971.4",""
"Nepal","2012","80.0",""
"Nepal","2011","85.4",""
"Nepal","2010","78.5",""
"Nepal","2009","76.2",""
"Nepal","2008","74.3",""
"Nepal","2007","62.8",""
"Nepal","2006","61.0",""
"Nepal","2005","58.9",""
"Nepal","2004","56.4",""
"Nepal","2003","50.2",""
"Nepal","2002","49.2",""
"Nepal","2001","47.2",""
"Nepal","2000","45.6",""
"Nepal","1999","46.6",""
"Nepal","1998","50.7",""
"Nepal","1997","41.3",""
"Nepal","1996","39.0",""
"Nepal","1995","36.6",""
"Netherlands","2012","5384.6",""
"Netherlands","2011","5117.9",""
"Netherlands","2010","5040.6",""
"Netherlands","2009","4883.2",""
"Netherlands","2008","4728.3",""
"Netherlands","2007","4387.9",""
"Netherlands","2006","4089.5",""
"Netherlands","2005","3823.4",""
"Netherlands","2004","3312.8",""
"Netherlands","2003","3105.5",""
"Netherlands","2002","2840.7",""
"Netherlands","2001","2564.0",""
"Netherlands","2000","2349.0",""
"Netherlands","1999","2185.1",""
"Netherlands","1998","2059.7",""
"Netherlands","1997","1918.4",""
"Netherlands","1996","1862.3",""
"Netherlands","1995","1795.5",""
"New Zealand","2012","3291.8",""
"New Zealand","2011","3174.5",""
"New Zealand","2010","3031.7",""
"New Zealand","2009","2973.6",""
"New Zealand","2008","2691.5",""
"New Zealand","2007","2434.0",""
"New Zealand","2006","2380.9",""
"New Zealand","2005","2117.2",""
"New Zealand","2004","1971.4",""
"New Zealand","2003","1842.2",""
"New Zealand","2002","1831.3",""
"New Zealand","2001","1698.7",""
"New Zealand","2000","1606.5",""
"New Zealand","1999","1519.2",""
"New Zealand","1998","1448.3",""
"New Zealand","1997","1350.2",""
"New Zealand","1996","1265.4",""
"New Zealand","1995","1240.3",""
"Nicaragua","2012","335.3",""
"Nicaragua","2011","292.1",""
"Nicaragua","2010","275.4",""
"Nicaragua","2009","268.4",""
"Nicaragua","2008","257.3",""
"Nicaragua","2007","236.4",""
"Nicaragua","2006","202.5",""
"Nicaragua","2005","184.2",""
"Nicaragua","2004","173.5",""
"Nicaragua","2003","162.1",""
"Nicaragua","2002","146.6",""
"Nicaragua","2001","133.6",""
"Nicaragua","2000","131.9",""
"Nicaragua","1999","124.3",""
"Nicaragua","1998","123.2",""
"Nicaragua","1997","111.7",""
"Nicaragua","1996","130.7",""
"Nicaragua","1995","124.7",""
"Niger","2012","44.2",""
"Niger","2011","42.0",""
"Niger","2010","43.0",""
"Niger","2009","52.1",""
"Niger","2008","50.1",""
"Niger","2007","47.7",""
"Niger","2006","50.2",""
"Niger","2005","45.9",""
"Niger","2004","38.9",""
"Niger","2003","38.1",""
"Niger","2002","37.4",""
"Niger","2001","39.0",""
"Niger","2000","31.4",""
"Niger","1999","37.7",""
"Niger","1998","38.7",""
"Niger","1997","35.0",""
"Niger","1996","32.9",""
"Niger","1995","33.7",""
"Nigeria","2012","161.4",""
"Nigeria","2011","143.4",""
"Nigeria","2010","131.4",""
"Nigeria","2009","151.3",""
"Nigeria","2008","135.9",""
"Nigeria","2007","144.0",""
"Nigeria","2006","106.7",""
"Nigeria","2005","115.7",""
"Nigeria","2004","115.0",""
"Nigeria","2003","112.5",""
"Nigeria","2002","53.1",""
"Nigeria","2001","64.8",""
"Nigeria","2000","60.4",""
"Nigeria","1999","70.0",""
"Nigeria","1998","69.4",""
"Nigeria","1997","58.5",""
"Nigeria","1996","57.0",""
"Nigeria","1995","56.3",""
"Niue","2012","1844.5",""
"Niue","2011","2618.1",""
"Niue","2010","1864.1",""
"Niue","2009","3009.2",""
"Niue","2008","2782.9",""
"Niue","2007","2232.8",""
"Niue","2006","7026.2",""
"Niue","2005","1298.4",""
"Niue","2004","1592.0",""
"Niue","2003","1279.2",""
"Niue","2002","1262.5",""
"Niue","2001","4150.4",""
"Niue","2000","814.3",""
"Niue","1999","311.2",""
"Niue","1998","297.5",""
"Niue","1997","308.2",""
"Niue","1996","326.6",""
"Niue","1995","249.5",""
"Norway","2012","5970.3",""
"Norway","2011","6105.9",""
"Norway","2010","5801.7",""
"Norway","2009","5546.6",""
"Norway","2008","5558.9",""
"Norway","2007","5328.4",""
"Norway","2006","4996.4",""
"Norway","2005","4557.4",""
"Norway","2004","4299.7",""
"Norway","2003","4055.9",""
"Norway","2002","3871.3",""
"Norway","2001","3629.2",""
"Norway","2000","3308.7",""
"Norway","1999","3008.0",""
"Norway","1998","2789.8",""
"Norway","1997","2640.7",""
"Norway","1996","2374.9",""
"Norway","1995","2023.0",""
"Oman","2012","810.4",""
"Oman","2011","687.7",""
"Oman","2010","605.1",""
"Oman","2009","809.8",""
"Oman","2008","617.8",""
"Oman","2007","747.6",""
"Oman","2006","656.5",""
"Oman","2005","683.4",""
"Oman","2004","740.5",""
"Oman","2003","755.6",""
"Oman","2002","749.7",""
"Oman","2001","707.2",""
"Oman","2000","656.8",""
"Oman","1999","534.6",""
"Oman","1998","552.7",""
"Oman","1997","482.3",""
"Oman","1996","475.1",""
"Oman","1995","470.3",""
"Pakistan","2012","90.6",""
"Pakistan","2011","82.7",""
"Pakistan","2010","79.7",""
"Pakistan","2009","77.8",""
"Pakistan","2008","84.1",""
"Pakistan","2007","87.5",""
"Pakistan","2006","84.7",""
"Pakistan","2005","68.3",""
"Pakistan","2004","55.4",""
"Pakistan","2003","51.6",""
"Pakistan","2002","51.5",""
"Pakistan","2001","47.3",""
"Pakistan","2000","49.4",""
"Pakistan","1999","58.5",""
"Pakistan","1998","55.3",""
"Pakistan","1997","50.6",""
"Pakistan","1996","50.7",""
"Pakistan","1995","47.4",""
"Palau","2012","1680.3",""
"Palau","2011","1588.4",""
"Palau","2010","1659.3",""
"Palau","2009","1479.8",""
"Palau","2008","1577.9",""
"Palau","2007","1629.3",""
"Palau","2006","1494.6",""
"Palau","2005","1381.7",""
"Palau","2004","1408.1",""
"Palau","2003","1243.0",""
"Palau","2002","1201.5",""
"Palau","2001","1171.7",""
"Palau","2000","1566.0",""
"Palau","1999","1887.8",""
"Palau","1998","1802.8",""
"Palau","1997","2034.0",""
"Palau","1996","2044.7",""
"Palau","1995","1836.6",""
"Panama","2012","1260.4",""
"Panama","2011","1180.7",""
"Panama","2010","1163.4",""
"Panama","2009","1012.6",""
"Panama","2008","887.4",""
"Panama","2007","739.6",""
"Panama","2006","679.0",""
"Panama","2005","660.0",""
"Panama","2004","656.1",""
"Panama","2003","568.9",""
"Panama","2002","575.7",""
"Panama","2001","543.5",""
"Panama","2000","542.0",""
"Panama","1999","465.3",""
"Panama","1998","465.7",""
"Panama","1997","438.8",""
"Panama","1996","416.4",""
"Panama","1995","436.7",""
"Papua New Guinea","2012","150.8",""
"Papua New Guinea","2011","112.6",""
"Papua New Guinea","2010","101.1",""
"Papua New Guinea","2009","97.2",""
"Papua New Guinea","2008","101.0",""
"Papua New Guinea","2007","87.0",""
"Papua New Guinea","2006","67.2",""
"Papua New Guinea","2005","74.5",""
"Papua New Guinea","2004","82.4",""
"Papua New Guinea","2003","70.8",""
"Papua New Guinea","2002","78.7",""
"Papua New Guinea","2001","78.1",""
"Papua New Guinea","2000","68.9",""
"Papua New Guinea","1999","73.0",""
"Papua New Guinea","1998","67.5",""
"Papua New Guinea","1997","62.4",""
"Papua New Guinea","1996","71.5",""
"Papua New Guinea","1995","64.2",""
"Paraguay","2012","633.4",""
"Paraguay","2011","549.9",""
"Paraguay","2010","515.6",""
"Paraguay","2009","391.0",""
"Paraguay","2008","310.0",""
"Paraguay","2007","307.8",""
"Paraguay","2006","276.4",""
"Paraguay","2005","253.1",""
"Paraguay","2004","259.6",""
"Paraguay","2003","255.9",""
"Paraguay","2002","280.9",""
"Paraguay","2001","306.9",""
"Paraguay","2000","328.6",""
"Paraguay","1999","281.9",""
"Paraguay","1998","266.2",""
"Paraguay","1997","264.0",""
"Paraguay","1996","249.3",""
"Paraguay","1995","240.5",""
"Peru","2012","554.6",""
"Peru","2011","482.8",""
"Peru","2010","460.5",""
"Peru","2009","462.5",""
"Peru","2008","494.5",""
"Peru","2007","393.7",""
"Peru","2006","315.5",""
"Peru","2005","283.2",""
"Peru","2004","254.1",""
"Peru","2003","246.2",""
"Peru","2002","250.5",""
"Peru","2001","231.3",""
"Peru","2000","229.6",""
"Peru","1999","229.6",""
"Peru","1998","210.9",""
"Peru","1997","205.6",""
"Peru","1996","198.9",""
"Peru","1995","192.9",""
"Philippines","2012","202.5",""
"Philippines","2011","182.2",""
"Philippines","2010","166.8",""
"Philippines","2009","156.8",""
"Philippines","2008","140.3",""
"Philippines","2007","136.2",""
"Philippines","2006","128.2",""
"Philippines","2005","119.0",""
"Philippines","2004","92.4",""
"Philippines","2003","86.4",""
"Philippines","2002","70.7",""
"Philippines","2001","73.6",""
"Philippines","2000","76.5",""
"Philippines","1999","73.7",""
"Philippines","1998","71.3",""
"Philippines","1997","81.8",""
"Philippines","1996","76.3",""
"Philippines","1995","70.6",""
"Poland","2012","1489.3",""
"Poland","2011","1445.3",""
"Poland","2010","1400.3",""
"Poland","2009","1353.1",""
"Poland","2008","1240.4",""
"Poland","2007","1060.0",""
"Poland","2006","931.9",""
"Poland","2005","855.5",""
"Poland","2004","806.5",""
"Poland","2003","747.7",""
"Poland","2002","732.5",""
"Poland","2001","641.7",""
"Poland","2000","583.4",""
"Poland","1999","567.4",""
"Poland","1998","553.5",""
"Poland","1997","492.3",""
"Poland","1996","473.0",""
"Poland","1995","405.8",""
"Portugal","2012","2399.8",""
"Portugal","2011","2615.0",""
"Portugal","2010","2758.3",""
"Portugal","2009","2693.0",""
"Portugal","2008","2549.6",""
"Portugal","2007","2419.5",""
"Portugal","2006","2304.4",""
"Portugal","2005","2216.6",""
"Portugal","2004","2000.2",""
"Portugal","2003","1900.6",""
"Portugal","2002","1786.3",""
"Portugal","2001","1720.8",""
"Portugal","2000","1659.2",""
"Portugal","1999","1331.8",""
"Portugal","1998","1211.9",""
"Portugal","1997","1161.5",""
"Portugal","1996","1094.5",""
"Portugal","1995","1013.6",""
"Qatar","2012","1804.6",""
"Qatar","2011","1594.9",""
"Qatar","2010","1629.3",""
"Qatar","2009","2006.9",""
"Qatar","2008","1512.5",""
"Qatar","2007","1913.2",""
"Qatar","2006","2199.3",""
"Qatar","2005","2487.0",""
"Qatar","2004","2957.3",""
"Qatar","2003","2978.6",""
"Qatar","2002","1933.5",""
"Qatar","2001","1724.6",""
"Qatar","2000","1436.7",""
"Qatar","1999","734.5",""
"Qatar","1998","2070.2",""
"Qatar","1997","1782.8",""
"Qatar","1996","1593.9",""
"Qatar","1995","1560.4",""
"Republic of Korea","2012","2321.4",""
"Republic of Korea","2011","2198.5",""
"Republic of Korea","2010","2086.2",""
"Republic of Korea","2009","1894.8",""
"Republic of Korea","2008","1757.7",""
"Republic of Korea","2007","1666.8",""
"Republic of Korea","2006","1479.5",""
"Republic of Korea","2005","1282.1",""
"Republic of Korea","2004","1127.8",""
"Republic of Korea","2003","1042.1",""
"Republic of Korea","2002","943.8",""
"Republic of Korea","2001","898.8",""
"Republic of Korea","2000","743.9",""
"Republic of Korea","1999","666.6",""
"Republic of Korea","1998","563.9",""
"Republic of Korea","1997","582.0",""
"Republic of Korea","1996","542.7",""
"Republic of Korea","1995","479.2",""
"Republic of Moldova","2012","490.3",""
"Republic of Moldova","2011","436.0",""
"Republic of Moldova","2010","369.7",""
"Republic of Moldova","2009","356.3",""
"Republic of Moldova","2008","342.8",""
"Republic of Moldova","2007","296.1",""
"Republic of Moldova","2006","271.9",""
"Republic of Moldova","2005","215.9",""
"Republic of Moldova","2004","179.8",""
"Republic of Moldova","2003","159.4",""
"Republic of Moldova","2002","141.4",""
"Republic of Moldova","2001","113.6",""
"Republic of Moldova","2000","97.7",""
"Republic of Moldova","1999","82.8",""
"Republic of Moldova","1998","114.1",""
"Republic of Moldova","1997","120.9",""
"Republic of Moldova","1996","126.4",""
"Republic of Moldova","1995","115.1",""
"Romania","2012","872.9",""
"Romania","2011","863.9",""
"Romania","2010","880.9",""
"Romania","2009","825.7",""
"Romania","2008","814.7",""
"Romania","2007","668.0",""
"Romania","2006","565.8",""
"Romania","2005","514.1",""
"Romania","2004","476.8",""
"Romania","2003","409.6",""
"Romania","2002","323.2",""
"Romania","2001","279.9",""
"Romania","2000","247.8",""
"Romania","1999","228.1",""
"Romania","1998","199.6",""
"Romania","1997","233.0",""
"Romania","1996","193.8",""
"Romania","1995","183.4",""
"Russian Federation","2012","1473.8",""
"Russian Federation","2011","1353.7",""
"Russian Federation","2010","1297.3",""
"Russian Federation","2009","1171.5",""
"Russian Federation","2008","1030.0",""
"Russian Federation","2007","891.0",""
"Russian Federation","2006","786.3",""
"Russian Federation","2005","614.4",""
"Russian Federation","2004","530.0",""
"Russian Federation","2003","518.0",""
"Russian Federation","2002","480.2",""
"Russian Federation","2001","417.1",""
"Russian Federation","2000","369.3",""
"Russian Federation","1999","342.6",""
"Russian Federation","1998","361.6",""
"Russian Federation","1997","404.2",""
"Russian Federation","1996","305.6",""
"Russian Federation","1995","300.1",""
"Rwanda","2012","144.3",""
"Rwanda","2011","138.1",""
"Rwanda","2010","126.5",""
"Rwanda","2009","110.5",""
"Rwanda","2008","108.1",""
"Rwanda","2007","96.9",""
"Rwanda","2006","89.8",""
"Rwanda","2005","49.9",""
"Rwanda","2004","43.2",""
"Rwanda","2003","43.4",""
"Rwanda","2002","28.0",""
"Rwanda","2001","26.1",""
"Rwanda","2000","23.6",""
"Rwanda","1999","24.7",""
"Rwanda","1998","27.6",""
"Rwanda","1997","24.1",""
"Rwanda","1996","22.7",""
"Rwanda","1995","20.0",""
"Saint Kitts and Nevis","2012","1064.7",""
"Saint Kitts and Nevis","2011","1046.4",""
"Saint Kitts and Nevis","2010","949.1",""
"Saint Kitts and Nevis","2009","874.3",""
"Saint Kitts and Nevis","2008","782.0",""
"Saint Kitts and Nevis","2007","716.4",""
"Saint Kitts and Nevis","2006","685.1",""
"Saint Kitts and Nevis","2005","559.8",""
"Saint Kitts and Nevis","2004","495.8",""
"Saint Kitts and Nevis","2003","493.4",""
"Saint Kitts and Nevis","2002","492.8",""
"Saint Kitts and Nevis","2001","504.3",""
"Saint Kitts and Nevis","2000","533.1",""
"Saint Kitts and Nevis","1999","661.1",""
"Saint Kitts and Nevis","1998","594.5",""
"Saint Kitts and Nevis","1997","588.9",""
"Saint Kitts and Nevis","1996","581.8",""
"Saint Kitts and Nevis","1995","542.3",""
"Saint Lucia","2012","944.9",""
"Saint Lucia","2011","860.0",""
"Saint Lucia","2010","859.3",""
"Saint Lucia","2009","888.3",""
"Saint Lucia","2008","823.2",""
"Saint Lucia","2007","712.6",""
"Saint Lucia","2006","660.7",""
"Saint Lucia","2005","579.5",""
"Saint Lucia","2004","574.9",""
"Saint Lucia","2003","513.3",""
"Saint Lucia","2002","502.8",""
"Saint Lucia","2001","485.8",""
"Saint Lucia","2000","451.9",""
"Saint Lucia","1999","437.8",""
"Saint Lucia","1998","396.5",""
"Saint Lucia","1997","359.8",""
"Saint Lucia","1996","394.3",""
"Saint Lucia","1995","322.0",""
"Saint Vincent and the Grenadines","2012","573.4",""
"Saint Vincent and the Grenadines","2011","519.1",""
